number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden,params_layers,params_lr,params_pool,params_weight_decay,state
17,0.5663732159530478,2026-04-22 10:10:03.195093,2026-04-22 10:10:53.741065,0 days 00:00:50.545972,32,0.46293197940339287,48,2,0.0007140543742913117,mean,0.0008832219187185327,PRUNED
18,0.5657596371882087,2026-04-22 10:10:53.741100,2026-04-22 10:11:13.364384,0 days 00:00:19.623284,64,0.3424836272841992,48,1,0.000483621622562576,max,0.009400497036265054,PRUNED
19,0.5478458049886621,2026-04-22 10:11:13.364415,2026-04-22 10:11:52.974377,0 days 00:00:39.609962,64,0.4438057302504088,48,2,0.00015259146747200473,last,0.00010897201724696731,PRUNED
20,0.5527944511137788,2026-04-22 10:11:52.974423,2026-04-22 10:12:32.930248,0 days 00:00:39.955825,32,0.28767120734269314,16,2,0.0003410098377122444,mean,0.003734053772947436,PRUNED
21,0.5748366013071896,2026-04-22 10:12:32.930281,2026-04-22 10:12:47.970811,0 days 00:00:15.040530,64,0.2684686736690093,32,2,0.0024425167194313817,mean,0.0024688434457888347,PRUNED
22,0.5482253395694388,2026-04-22 10:12:47.970844,2026-04-22 10:13:01.998494,0 days 00:00:14.027650,64,0.20279903622647819,32,2,0.0013631418961655099,mean,0.0051338399051783215,COMPLETE
23,0.5444577831132453,2026-04-22 10:13:01.998565,2026-04-22 10:13:17.491434,0 days 00:00:15.492869,64,0.2011834230244996,48,2,0.001344573148332928,mean,0.00537415398359838,PRUNED
24,0.5400574003261978,2026-04-22 10:13:17.491467,2026-04-22 10:13:38.078437,0 days 00:00:20.586970,64,0.21979160368540973,48,2,0.000721628465602573,mean,0.0016176302658366727,COMPLETE
25,0.5406757246488633,2026-04-22 10:13:38.078492,2026-04-22 10:13:59.172812,0 days 00:00:21.094320,64,0.42513233345612556,32,2,0.0011758665929717167,mean,0.005575459005086509,COMPLETE
26,0.5763705482192877,2026-04-22 10:13:59.172872,2026-04-22 10:14:11.983510,0 days 00:00:12.810638,64,0.3582920694240212,24,1,0.00297429392865237,mean,0.0003029163661440257,PRUNED
27,0.5413567973244495,2026-04-22 10:14:11.983541,2026-04-22 10:14:33.352647,0 days 00:00:21.369106,64,0.299947332324165,16,2,0.0017091066801060853,mean,0.009778757243624944,COMPLETE
28,0.5563625450180072,2026-04-22 10:14:33.352700,2026-04-22 10:15:05.768565,0 days 00:00:32.415865,32,0.379671680012915,48,2,0.0010057298127558922,last,0.004178327964426126,PRUNED
29,0.5439842603708149,2026-04-22 10:15:05.768611,2026-04-22 10:15:31.190310,0 days 00:00:25.421699,64,0.48373817644490086,24,1,0.00010318527292832798,max,0.00039484312351083315,PRUNED
