group,ARX,BiGRU,BiRNN+Attn,BiRNN+Skip
A,0.0038598170525103725,0.011974876455564942,0.008048856145740246,0.009698121553974759
B,-9.285551232363076e-07,0.004910242838501722,-8.734910879670821e-05,-0.006666626928050867
C,0.005263877976784959,0.0112451563474123,0.001827264625250069,0.006054685461294951
